"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Næstved";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Odsherred";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ringsted";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Slagelse";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Sorø";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Stevns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Vordingborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Assens";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Middelfart";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Nyborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Odense";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Svendborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Esbjerg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Fredericia";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Haderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Kolding";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Sønderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Varde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Vejen";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Vejle";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Aabenraa";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Favrskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Hedensted";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Horsens";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Norddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Randers";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Silkeborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Skanderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Aarhus";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Herning";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Holstebro";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ikast-Brande";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ringkøbing-Skjern";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Skive";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Struer";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Viborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Brønderslev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Frederikshavn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Hjørring";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Jammerbugt";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Mariagerfjord";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Rebild";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Thisted";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Vesthimmerlands";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Aalborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Unknown municipality";21
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Copenhagen";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Frederiksberg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Dragør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Tårnby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Albertslund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Ballerup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Brøndby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Gentofte";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Gladsaxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Glostrup";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Herlev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Hvidovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Høje-Taastrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Ishøj";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Lyngby-Taarbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Allerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Egedal";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Frederikssund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Gribskov";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Halsnæs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Helsingør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Hillerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Greve";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Køge";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Roskilde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Faxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Guldborgsund";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Holbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Kalundborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Lolland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Næstved";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Odsherred";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Slagelse";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Stevns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Vordingborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Assens";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Middelfart";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Nyborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Odense";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Svendborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Esbjerg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Fredericia";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Haderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Kolding";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Sønderborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Tønder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Varde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Vejen";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">4 - 5 years";"Vejle";0
