"Immigrants, total";"Intentional bodily harm";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants, total";"Homicide by negligence/bodily harm";0;0;2;0;0;0;0;0;2;1;0;0;0;2;0;2;1;1;2;0;1
"Immigrants, total";"Other offences against life and limb";17;7;22;12;12;12;9;11;18;16;4;17;10;16;12;7;18;11;17;19;7
"Immigrants, total";"Offences against personal liberty";12;17;19;20;14;14;8;13;15;13;22;7;15;8;26;19;14;13;8;9;25
"Immigrants, total";"Threats";100;131;115;141;133;119;109;124;141;106;96;92;98;101;87;105;94;98;123;120;102
"Immigrants, total";"Offenses against property, total";3709;3648;3903;3823;3413;2740;2783;3056;3248;3447;3341;3149;3141;3004;2750;2384;2543;2425;2609;2602;2754
"Immigrants, total";"Forgery";86;102;114;180;142;63;74;78;89;108;85;98;74;92;77;114;73;47;75;75;59
"Immigrants, total";"Cheque forgery";28;24;30;15;17;6;2;3;5;10;6;4;0;1;0;0;1;0;0;0;0
"Immigrants, total";"Arson";14;21;20;25;23;18;18;21;17;28;19;21;15;15;14;15;12;19;26;17;10
"Immigrants, total";"Burglary (banks, shops, etc.)";82;119;119;109;106;73;81;77;124;108;93;71;60;77;67;55;44;45;34;44;21
"Immigrants, total";"Household burglary";54;58;52;77;73;76;71;85;94;108;108;90;81;57;48;37;27;38;33;31;21
"Immigrants, total";"Burglary (uninhabited buildings)";6;8;11;8;13;4;11;7;16;12;8;9;11;6;9;4;3;7;8;4;6
"Immigrants, total";"Theft from cars, boats, etc.";62;49;45;41;37;28;31;25;26;25;26;20;16;14;21;8;11;12;6;15;9
"Immigrants, total";"Shoplifting, etc.";2053;1921;2141;1949;1645;1449;1429;1676;1682;1755;1704;1637;1772;1697;1519;1312;1637;1533;1585;1468;1755
"Immigrants, total";"Other theft";310;308;343;363;390;290;327;321;351;392;371;346;298;289;269;201;198;187;182;194;186
"Immigrants, total";"Theft of vehicle";98;120;58;67;61;56;43;40;58;38;45;39;37;37;27;35;42;28;35;45;39
"Immigrants, total";"Theft of mopeds";22;40;39;44;33;34;19;8;15;12;14;4;4;9;2;0;2;1;2;1;1
"Immigrants, total";"Theft of bicycles";40;45;52;48;41;34;25;20;33;27;39;34;49;29;24;23;19;16;26;23;18
"Immigrants, total";"Theft of other objects";30;31;24;25;18;23;26;28;21;33;33;24;16;24;23;11;16;16;10;12;17
"Immigrants, total";"Larceny by finding";46;48;47;43;45;40;28;46;39;55;55;58;53;42;29;30;19;17;21;49;22
"Immigrants, total";"Embezzlement";16;17;15;10;15;4;10;14;7;15;15;7;11;15;10;6;1;14;9;6;10
"Immigrants, total";"Fraud";228;192;210;217;217;130;138;156;174;200;234;239;256;232;286;195;169;149;215;262;237
"Immigrants, total";"Fraud by cheque";8;5;13;4;2;0;2;1;4;8;4;1;0;0;0;0;0;0;0;0;0
"Immigrants, total";"Fraud of agent";26;17;18;12;9;4;4;4;8;9;8;4;4;1;5;3;2;2;5;3;3
"Immigrants, total";"Blackmail and usury";1;14;15;10;8;12;11;14;11;9;16;12;12;3;9;6;10;6;11;11;6
"Immigrants, total";"Fraud against creditors";6;3;3;4;4;1;2;1;2;3;5;2;2;3;1;1;0;0;1;1;2
"Immigrants, total";"Handling stolen goods";162;153;165;151;138;96;118;84;123;163;144;137;126;99;86;89;48;46;86;83;92
"Immigrants, total";"Robbery";139;149;169;192;135;131;130;191;157;159;128;133;88;75;63;65;49;59;63;62;44
"Immigrants, total";"Gross tax evasion, etc.";5;2;3;12;17;10;4;3;10;12;13;11;11;12;14;14;8;15;10;7;11
"Immigrants, total";"Malicious damage to property";143;152;155;187;191;139;160;137;162;140;151;126;112;121;109;99;114;109;118;137;130
"Immigrants, total";"Feloniously receiving stolen goods";9;11;16;6;10;6;7;5;7;5;8;7;3;5;2;1;1;2;4;2;0
"Immigrants, total";"Misappropriations and offences against property";35;39;26;24;23;13;12;11;13;13;9;15;30;49;36;60;37;57;44;50;55
"Immigrants, total";"Other offences, total";301;398;451;496;467;334;313;386;464;514;529;508;493;401;415;404;344;379;394;427;428
"Immigrants, total";"Offences against public authority, etc.";70;96;146;154;170;94;76;130;128;180;176;142;166;134;117;136;118;128;150;130;162
"Immigrants, total";"Offences by public servants";0;1;1;0;0;0;0;0;1;1;2;3;2;1;1;5;0;3;1;1;1
"Immigrants, total";"Perjury";16;9;9;5;9;11;10;4;5;8;8;4;7;11;13;0;5;1;6;4;0
"Immigrants, total";"Perjury, other";92;121;91;126;117;51;77;72;116;118;127;127;111;112;119;112;80;73;57;88;74
"Immigrants, total";"Offences concerning money and evidence";18;29;36;49;30;34;18;25;25;20;28;39;25;24;32;21;22;27;15;19;26
"Immigrants, total";"Trafficking of drugs, etc.";25;23;54;58;40;55;46;41;55;45;46;61;75;49;48;55;45;62;50;58;61
"Immigrants, total";"Smuggling, etc. of drugs";17;27;23;22;23;27;23;21;16;18;31;29;11;12;3;7;8;7;20;33;12
"Immigrants, total";"General public offences";0;1;2;0;1;0;8;24;38;40;24;22;17;11;22;19;20;12;13;9;14
"Immigrants, total";"Illegal trade, etc.";1;4;4;2;0;8;0;0;5;1;1;0;0;1;0;1;1;0;1;0;0
"Immigrants, total";"Family relation offences";8;11;8;5;14;5;4;6;5;7;9;2;2;3;6;5;4;5;7;5;2
"Immigrants, total";"Homicide by negligence in traffic accidents";9;17;15;11;12;3;6;8;10;6;12;6;16;12;13;12;11;9;19;25;16
"Immigrants, total";"Warnings";26;21;24;26;16;20;15;19;12;19;10;13;11;0;0;0;0;0;0;0;0
"Immigrants, total";"Privacy infringement, defamation";19;38;38;38;35;26;30;36;48;51;55;60;50;31;41;31;30;52;55;55;60
"Immigrants, total";"Trafic law, total";6578;5612;8238;10110;10547;9121;9303;10474;11121;11465;12882;12664;12914;12994;12455;12830;14016;15073;19649;19279;17296
"Immigrants, total";"Traffic acc., unspecified";0;0;0;0;0;1;2;2;2;3;2;5;6;1;8;6;6;1;3;7;7
"Immigrants, total";"Traffic acc. under influence of alcohol";101;107;98;68;74;73;90;98;105;92;92;97;88;89;79;85;75;94;96;111;97
"Immigrants, total";"Drunken driving";423;519;570;608;554;410;485;608;585;642;811;757;694;703;665;536;816;880;844;743;843
"Immigrants, total";"Vehicle defect offences";119;218;393;349;332;334;320;481;410;462;461;329;287;227;170;195;169;232;200;236;173
"Immigrants, total";"Road Traffic Act, other";5935;4768;7177;9085;9587;8303;8406;9285;10019;10266;11516;11476;11839;11974;11533;12008;12950;13866;18506;18182;16176
"Immigrants, total";"Special laws, total";1490;1638;2565;3035;3059;2385;2426;2904;2881;3688;4415;4294;5201;5221;5316;5502;6000;7463;6281;6575;7399
"Immigrants, total";"Euphoriants Act";592;738;946;1291;1439;1136;1300;1400;1365;1434;1517;1465;1622;1481;1367;1316;1711;1920;1780;1624;1663
"Immigrants, total";"Firearms Act";225;271;292;323;341;280;265;308;226;192;226;238;226;240;242;254;364;588;426;416;341
"Immigrants, total";"Income Tax And Fiscal Acts";41;32;36;39;73;54;46;44;69;171;220;360;309;210;190;183;211;242;379;405;380
"Immigrants, total";"Other special laws.";188;193;432;509;364;347;303;452;358;846;1348;1284;1996;2487;2462;2345;2335;3021;1990;2357;3427
"Immigrants, total";"Health and social security legislation";46;41;78;98;63;86;92;113;121;155;115;94;101;83;85;107;117;155;365;923;288
"Immigrants, total";"Building and housing legislation";3;3;2;1;1;1;2;2;2;3;3;1;3;7;7;1;1;4;2;4;5
"Immigrants, total";"Environmental Act";39;43;50;83;203;57;46;31;49;70;109;79;108;52;76;59;93;113;118;166;233
"Immigrants, total";"Other legislation applying to animals, hunting, etc";17;8;58;65;95;71;71;106;153;191;180;169;160;127;149;123;147;162;180;151;178
"Immigrants, total";"Employ. and transport legislation, other";116;142;450;414;286;150;151;257;358;424;408;347;406;327;462;827;718;986;847;397;604
"Immigrants, total";"Companies Act";90;39;45;31;11;8;7;6;11;7;15;14;10;10;30;14;7;15;53;46;93
"Immigrants, total";"Other legislation applying to the Armed Forces";23;36;40;46;57;67;43;58;55;42;43;69;80;55;129;163;184;100;29;8;56
"Immigrants, total";"Legislation applying to public utilities";4;5;4;7;5;3;3;12;9;2;5;4;11;0;6;7;6;3;8;5;5
"Immigrants, total";"Other legislation relating to gambling, licencing, trade";104;84;130;125;120;122;94;108;105;149;221;168;163;139;102;100;90;128;92;49;109
"Immigrants, total";"Other special laws";2;3;2;3;1;3;3;7;0;2;5;2;6;3;9;3;16;26;12;24;17
"Immigrants from western countries";"Criminal decisions total";2529;2123;2818;3471;3459;2875;2998;3500;3875;4466;4870;4965;5482;5730;5819;5975;6461;7246;8515;8995;9113
"Immigrants from western countries";"Criminal code, total";753;711;708;720;823;623;646;782;870;881;887;913;951;950;852;775;844;813;982;989;1164
"Immigrants from western countries";"Sexual offenses, total";13;11;17;16;12;10;16;17;20;15;12;17;13;18;13;23;19;24;29;35;40
"Immigrants from western countries";"Incest, etc.";1;1;0;2;3;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;0
"Immigrants from western countries";"Rape, etc";1;1;0;0;1;1;0;1;3;1;1;2;1;2;2;6;0;3;2;2;4
"Immigrants from western countries";"Heterosexual offences with children under 12 years";2;0;0;0;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;2;3;0
"Immigrants from western countries";"Heterosexual offences, other";0;0;1;0;0;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;0;0
"Immigrants from western countries";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;0
"Immigrants from western countries";"Homosexual offences, with children under 12 years";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Homosexual offences, other";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Offences against decency, by  pawing";4;3;3;2;2;2;3;2;3;2;2;5;2;4;3;4;5;4;1;5;2
"Immigrants from western countries";"Offences against decency, by removing clothes";4;2;4;3;1;2;1;3;5;4;2;3;4;3;2;4;4;8;6;6;7
"Immigrants from western countries";"Offences against decency, other";1;2;5;3;2;0;3;3;1;1;1;3;0;3;1;4;6;4;5;8;13
"Immigrants from western countries";"Prostitution, etc.";0;2;3;6;1;3;4;6;4;5;5;2;5;2;2;3;2;2;8;11;14
"Immigrants from western countries";"Crimes of violence, total";105;105;109;124;133;129;132;154;146;133;153;143;143;146;147;164;148;146;192;184;209
"Immigrants from western countries";"Assault against public servant while in discharge of his duties";10;18;23;26;28;24;22;23;33;20;26;27;19;34;29;25;34;21;34;42;53
"Immigrants from western countries";"Disturbance of public order";0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;1;0;0;0;0
"Immigrants from western countries";"Homicide";0;0;0;1;1;0;1;2;1;1;2;1;0;0;1;0;0;1;0;1;0
"Immigrants from western countries";"Attempted homicide";0;1;1;0;0;0;0;1;0;0;0;3;1;0;0;1;2;2;3;1;1
"Immigrants from western countries";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Immigrants from western countries";"Common assault";74;66;66;71;74;68;72;93;82;79;90;80;92;85;90;95;75;83;105;93;100
"Immigrants from western countries";"Grievous assault";10;7;11;14;16;20;20;21;16;12;18;17;13;13;8;24;23;15;25;23;25
"Immigrants from western countries";"Particularly grievous assault";1;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0
"Immigrants from western countries";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Intentional bodily harm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Homicide by negligence/bodily harm";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
"Immigrants from western countries";"Other offences against life and limb";1;0;2;0;1;2;1;0;2;3;1;2;1;1;1;2;3;1;7;2;4
"Immigrants from western countries";"Offences against personal liberty";0;0;1;3;3;4;2;1;0;0;5;0;5;1;7;3;1;1;2;1;3
"Immigrants from western countries";"Threats";9;13;4;9;9;11;12;12;10;17;10;13;10;11;10;14;9;20;16;20;22
"Immigrants from western countries";"Offenses against property, total";619;563;547;539;634;459;476;564;677;701;701;714;770;750;673;558;653;608;724;707;864
"Immigrants from western countries";"Forgery";13;9;11;18;26;7;7;19;18;16;12;19;12;31;12;11;6;4;12;19;8
"Immigrants from western countries";"Cheque forgery";6;6;7;1;2;0;0;2;2;2;1;1;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Arson";0;4;2;2;1;1;2;3;0;2;3;1;4;2;1;2;4;2;4;2;3
"Immigrants from western countries";"Burglary (banks, shops, etc.)";13;19;14;11;20;5;11;16;15;11;7;11;8;7;10;7;5;5;10;5;2
"Immigrants from western countries";"Household burglary";9;6;4;3;5;10;7;7;10;4;6;4;7;6;6;6;7;6;4;8;6
"Immigrants from western countries";"Burglary (uninhabited buildings)";2;3;5;3;4;2;3;0;3;6;3;1;5;3;2;2;0;2;6;3;4
"Immigrants from western countries";"Theft from cars, boats, etc.";7;6;1;3;2;5;2;4;8;4;2;2;3;3;2;1;3;4;3;2;2
"Immigrants from western countries";"Shoplifting, etc.";382;364;358;341;371;288;311;377;420;440;443;464;507;506;433;361;478;462;518;475;652
"Immigrants from western countries";"Other theft";41;31;39;34;72;32;42;41;65;61;60;69;62;57;69;47;54;39;49;53;55
"Immigrants from western countries";"Theft of vehicle";16;17;7;13;11;10;5;5;12;7;11;7;6;2;6;6;4;2;5;9;4
"Immigrants from western countries";"Theft of mopeds";3;4;4;6;2;5;2;1;3;2;1;0;0;1;1;0;0;0;2;1;0
"Immigrants from western countries";"Theft of bicycles";2;4;8;7;9;7;6;6;13;9;17;16;27;11;9;8;5;8;8;5;6
"Immigrants from western countries";"Theft of other objects";6;1;0;2;0;4;4;1;6;9;12;7;4;2;4;2;2;5;4;3;4
"Immigrants from western countries";"Larceny by finding";9;7;13;0;8;5;4;5;7;13;11;15;15;11;5;8;6;0;3;16;9
"Immigrants from western countries";"Embezzlement";3;5;0;5;2;1;1;3;1;3;5;1;2;1;4;1;0;1;3;1;1
"Immigrants from western countries";"Fraud";28;24;20;23;32;11;9;15;16;29;29;30;43;37;51;28;36;21;25;28;39
"Immigrants from western countries";"Fraud by cheque";2;0;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Fraud of agent";4;1;3;0;1;3;0;1;1;2;1;1;1;0;1;0;0;0;1;1;1
"Immigrants from western countries";"Blackmail and usury";0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;1;1
"Immigrants from western countries";"Fraud against creditors";0;1;0;0;2;1;1;0;1;1;0;1;0;2;0;0;0;0;0;0;0
"Immigrants from western countries";"Handling stolen goods";21;6;17;15;15;9;15;9;19;25;27;16;20;19;16;18;10;8;20;12;12
"Immigrants from western countries";"Robbery";16;12;10;9;11;8;9;13;14;11;8;8;10;11;5;7;7;7;11;17;9
"Immigrants from western countries";"Gross tax evasion, etc.";1;0;1;0;0;0;0;0;1;2;4;5;2;1;1;2;0;1;2;0;2
"Immigrants from western countries";"Malicious damage to property";32;28;17;39;34;42;35;34;37;38;34;31;28;34;25;27;19;22;22;39;31
"Immigrants from western countries";"Feloniously receiving stolen goods";1;2;3;0;1;0;0;0;2;2;0;1;0;0;1;0;0;0;1;0;0
"Immigrants from western countries";"Misappropriations and offences against property";2;3;0;3;2;3;0;1;3;2;2;2;3;3;8;13;7;9;10;7;13
"Immigrants from western countries";"Other offences, total";34;53;53;57;60;42;37;60;50;55;40;56;42;57;39;45;39;45;57;81;80
"Immigrants from western countries";"Offences against public authority, etc.";7;10;13;16;20;13;6;13;8;9;11;14;11;13;11;8;9;12;15;26;24
"Immigrants from western countries";"Offences by public servants";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
"Immigrants from western countries";"Perjury";1;1;1;0;2;0;1;0;0;0;0;2;1;2;3;0;1;0;2;0;0
"Immigrants from western countries";"Perjury, other";5;13;11;11;18;3;6;5;10;11;7;5;3;11;4;11;2;3;5;10;5
"Immigrants from western countries";"Offences concerning money and evidence";1;4;3;4;2;3;1;2;4;4;1;2;0;2;5;3;5;0;1;0;3
"Immigrants from western countries";"Trafficking of drugs, etc.";3;3;9;8;1;5;9;9;6;9;6;6;8;7;3;9;5;8;5;8;13
"Immigrants from western countries";"Smuggling, etc. of drugs";2;2;1;1;1;6;3;3;1;0;2;6;0;3;0;2;0;0;3;8;3
"Immigrants from western countries";"General public offences";0;1;2;0;1;0;2;1;5;5;3;2;1;1;0;1;2;1;3;2;2
"Immigrants from western countries";"Illegal trade, etc.";1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Immigrants from western countries";"Family relation offences";2;1;0;0;4;0;1;1;0;0;0;1;0;2;0;0;0;1;1;0;1
"Immigrants from western countries";"Homicide by negligence in traffic accidents";3;5;3;2;3;0;2;2;2;3;2;2;5;7;5;3;4;5;5;10;5
"Immigrants from western countries";"Warnings";4;5;3;5;4;6;5;3;3;2;1;2;5;0;0;0;0;0;0;0;0
"Immigrants from western countries";"Privacy infringement, defamation";5;7;7;9;4;5;1;21;11;11;7;14;8;9;8;8;10;13;17;17;24
"Immigrants from western countries";"Trafic law, total";1607;1247;1841;2381;2227;2016;2119;2389;2683;3052;3287;3341;3577;3649;3724;4026;4285;4603;6097;6270;5886
"Immigrants from western countries";"Traffic acc., unspecified";0;0;0;0;0;1;0;0;1;0;1;0;2;0;1;4;2;0;1;2;2
"Immigrants from western countries";"Traffic acc. under influence of alcohol";48;34;37;31;29;28;40;46;52;48;43;49;45;50;46;56;35;48;48;57;55
"Immigrants from western countries";"Drunken driving";149;173;201;197;192;160;171;233;237;245;317;286;234;276;277;241;299;364;323;326;375
"Immigrants from western countries";"Vehicle defect offences";20;34;57;56;54;44;47;71;80;122;149;108;79;80;48;58;56;70;76;87;85
"Immigrants from western countries";"Road Traffic Act, other";1390;1006;1546;2097;1952;1783;1861;2039;2313;2637;2777;2898;3217;3243;3352;3667;3893;4121;5649;5798;5369
"Immigrants from western countries";"Special laws, total";270;243;384;479;561;332;330;445;467;684;918;904;1172;1363;1448;1396;1586;2154;1756;2091;2494
"Immigrants from western countries";"Euphoriants Act";116;108;149;213;230;147;146;210;191;217;274;265;340;362;354;300;407;516;494;459;495
"Immigrants from western countries";"Firearms Act";40;26;35;43;61;32;36;54;38;35;43;47;40;50;60;61;116;222;172;171;134
"Immigrants from western countries";"Income Tax And Fiscal Acts";5;5;6;7;12;5;7;7;13;17;48;100;80;39;42;45;64;66;98;92;113
"Immigrants from western countries";"Other special laws.";33;34;73;88;95;50;53;47;73;194;294;257;471;693;728;666;679;949;565;887;1198
"Immigrants from western countries";"Health and social security legislation";15;11;22;18;18;11;8;19;16;20;16;12;15;18;15;28;31;45;75;205;98
"Immigrants from western countries";"Building and housing legislation";2;1;1;0;0;0;0;0;1;1;1;0;2;1;2;0;0;1;1;1;2
"Immigrants from western countries";"Environmental Act";14;17;15;18;23;16;14;9;15;31;38;19;25;15;30;21;29;38;48;65;98
"Immigrants from western countries";"Other legislation applying to animals, hunting, etc";13;5;40;39;64;41;34;51;82;108;95;103;96;85;100;83;91;111;119;94;114
"Immigrants from western countries";"Employ. and transport legislation, other";16;14;19;35;38;16;20;27;28;34;61;45;57;59;57;121;108;132;135;95;133
"Immigrants from western countries";"Companies Act";1;2;0;1;1;0;0;2;0;2;5;7;5;2;8;4;2;2;8;5;27
"Immigrants from western countries";"Other legislation applying to the Armed Forces";2;4;1;1;7;2;0;3;1;3;2;4;3;5;15;25;33;30;16;1;31
"Immigrants from western countries";"Legislation applying to public utilities";2;3;3;3;1;1;0;2;3;1;2;1;4;0;4;3;1;1;2;2;2
"Immigrants from western countries";"Other legislation relating to gambling, licencing, trade";10;12;19;11;11;11;12;13;6;21;39;44;31;34;31;38;19;39;20;8;47
"Immigrants from western countries";"Other special laws";1;1;1;2;0;0;0;1;0;0;0;0;3;0;2;1;6;2;3;6;2
"Immigrants from non-western countries";"Criminal decisions total";9557;9163;12134;13599;13670;11649;11768;13103;13505;13995;15073;14633;15038;15007;14443;14716;15803;17140;19461;19037;17903
"Immigrants from non-western countries";"Criminal code, total";4090;4245;4735;4608;4158;3375;3431;3707;3861;4028;3841;3542;3401;3251;3187;3054;3112;2956;3142;3076;3024
"Immigrants from non-western countries";"Sexual offenses, total";68;82;74;93;79;64;55;74;69;63;72;79;63;61;74;101;93;85;161;151;153
"Immigrants from non-western countries";"Incest, etc.";4;1;3;1;1;1;2;2;5;0;1;2;2;0;1;0;0;1;0;0;2
"Immigrants from non-western countries";"Rape, etc";20;21;12;15;15;13;11;19;18;14;14;15;12;12;23;34;28;21;26;24;26
"Immigrants from non-western countries";"Heterosexual offences with children under 12 years";2;3;3;3;6;5;3;1;5;4;2;7;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;5;3;2;1;5;1
"Immigrants from non-western countries";"Heterosexual offences, other";7;4;7;12;7;9;9;7;5;5;6;6;1;1;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;5;1;3;5;7;2
"Immigrants from non-western countries";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7;5;6;6;1;1
"Immigrants from non-western countries";"Homosexual offences, with children under 12 years";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Homosexual offences, other";0;2;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Offences against decency, by  pawing";15;29;22;32;19;15;14;22;15;18;21;28;17;23;22;29;30;20;33;27;30
"Immigrants from non-western countries";"Offences against decency, by removing clothes";9;10;11;13;16;5;9;3;4;9;15;9;12;8;7;10;9;6;8;14;15
"Immigrants from non-western countries";"Offences against decency, other";8;8;9;12;11;13;3;15;10;6;7;8;9;6;12;10;16;17;27;20;27
"Immigrants from non-western countries";"Prostitution, etc.";3;4;6;3;4;2;4;5;5;7;6;4;3;3;2;1;1;9;55;53;49
"Immigrants from non-western countries";"Crimes of violence, total";847;929;1167;1063;1114;895;912;980;1010;956;864;762;698;750;774;899;955;845;901;834;762
"Immigrants from non-western countries";"Assault against public servant while in discharge of his duties";118;185;222;227;239;153;144;180;195;208;182;149;157;156;187;207;218;186;200;205;194
"Immigrants from non-western countries";"Disturbance of public order";3;1;0;0;0;0;0;0;2;0;1;2;3;0;0;2;1;8;6;2;3
"Immigrants from non-western countries";"Homicide";9;3;6;3;6;1;4;4;9;4;3;1;3;8;3;6;5;2;3;4;5
"Immigrants from non-western countries";"Attempted homicide";4;3;6;1;2;2;5;4;4;2;7;10;4;10;9;7;3;7;6;7;4
"Immigrants from non-western countries";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3
"Immigrants from non-western countries";"Common assault";455;467;610;519;546;485;515;522;522;488;420;352;318;355;375;413;457;396;436;368;344
"Immigrants from non-western countries";"Grievous assault";132;128;166;146;170;125;132;135;113;138;144;145;106;108;93;150;156;146;124;120;102
"Immigrants from non-western countries";"Particularly grievous assault";7;0;6;6;5;1;1;0;1;1;1;2;0;0;0;0;1;0;0;2;2
"Immigrants from non-western countries";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Intentional bodily harm";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Homicide by negligence/bodily harm";0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;2;1;0;2;0;0
"Immigrants from non-western countries";"Other offences against life and limb";16;7;20;12;11;10;8;11;16;13;3;15;9;15;11;5;15;10;10;17;3
"Immigrants from non-western countries";"Offences against personal liberty";12;17;18;17;11;10;6;12;15;13;17;7;10;7;19;16;13;12;6;8;22
"Immigrants from non-western countries";"Threats";91;118;111;132;124;108;97;112;131;89;86;79;88;90;77;91;85;78;107;100;80
"Immigrants from non-western countries";"Offenses against property, total";3090;3085;3356;3284;2779;2281;2307;2492;2571;2746;2640;2435;2371;2254;2077;1826;1890;1817;1885;1895;1890
"Immigrants from non-western countries";"Forgery";73;93;103;162;116;56;67;59;71;92;73;79;62;61;65;103;67;43;63;56;51
"Immigrants from non-western countries";"Cheque forgery";22;18;23;14;15;6;2;1;3;8;5;3;0;1;0;0;1;0;0;0;0
"Immigrants from non-western countries";"Arson";14;17;18;23;22;17;16;18;17;26;16;20;11;13;13;13;8;17;22;15;7
"Immigrants from non-western countries";"Burglary (banks, shops, etc.)";69;100;105;98;86;68;70;61;109;97;86;60;52;70;57;48;39;40;24;39;19
"Immigrants from non-western countries";"Household burglary";45;52;48;74;68;66;64;78;84;104;102;86;74;51;42;31;20;32;29;23;15
"Immigrants from non-western countries";"Burglary (uninhabited buildings)";4;5;6;5;9;2;8;7;13;6;5;8;6;3;7;2;3;5;2;1;2
"Immigrants from non-western countries";"Theft from cars, boats, etc.";55;43;44;38;35;23;29;21;18;21;24;18;13;11;19;7;8;8;3;13;7
"Immigrants from non-western countries";"Shoplifting, etc.";1671;1557;1783;1608;1274;1161;1118;1299;1262;1315;1261;1173;1265;1191;1086;951;1159;1071;1067;993;1103
"Immigrants from non-western countries";"Other theft";269;277;304;329;318;258;285;280;286;331;311;277;236;232;200;154;144;148;133;141;131
"Immigrants from non-western countries";"Theft of vehicle";82;103;51;54;50;46;38;35;46;31;34;32;31;35;21;29;38;26;30;36;35
"Immigrants from non-western countries";"Theft of mopeds";19;36;35;38;31;29;17;7;12;10;13;4;4;8;1;0;2;1;0;0;1
"Immigrants from non-western countries";"Theft of bicycles";38;41;44;41;32;27;19;14;20;18;22;18;22;18;15;15;14;8;18;18;12
"Immigrants from non-western countries";"Theft of other objects";24;30;24;23;18;19;22;27;15;24;21;17;12;22;19;9;14;11;6;9;13
"Immigrants from non-western countries";"Larceny by finding";37;41;34;43;37;35;24;41;32;42;44;43;38;31;24;22;13;17;18;33;13
"Immigrants from non-western countries";"Embezzlement";13;12;15;5;13;3;9;11;6;12;10;6;9;14;6;5;1;13;6;5;9
"Immigrants from non-western countries";"Fraud";200;168;190;194;185;119;129;141;158;171;205;209;213;195;235;167;133;128;190;234;198
"Immigrants from non-western countries";"Fraud by cheque";6;5;11;3;1;0;2;0;4;8;3;1;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Fraud of agent";22;16;15;12;8;1;4;3;7;7;7;3;3;1;4;3;2;2;4;2;2
"Immigrants from non-western countries";"Blackmail and usury";1;14;14;10;8;12;11;14;11;9;15;11;11;3;8;5;10;6;10;10;5
"Immigrants from non-western countries";"Fraud against creditors";6;2;3;4;2;0;1;1;1;2;5;1;2;1;1;1;0;0;1;1;2
"Immigrants from non-western countries";"Handling stolen goods";141;147;148;136;123;87;103;75;104;138;117;121;106;80;70;71;38;38;66;71;80
"Immigrants from non-western countries";"Robbery";123;137;159;183;124;123;121;178;143;148;120;125;78;64;58;58;42;52;52;45;35
