"Age, total";"Total";"Haderslev";"Cuba";1
"Age, total";"Total";"Haderslev";"Curacao";0
"Age, total";"Total";"Haderslev";"Dominica";0
"Age, total";"Total";"Haderslev";"Dominican Republic";0
"Age, total";"Total";"Haderslev";"Ecuador";0
"Age, total";"Total";"Haderslev";"El Salvador";0
"Age, total";"Total";"Haderslev";"Falkland Islands";0
"Age, total";"Total";"Haderslev";"French Guiana";0
"Age, total";"Total";"Haderslev";"French West Indies";0
"Age, total";"Total";"Haderslev";"Grenada";0
"Age, total";"Total";"Haderslev";"Guadeloupe";0
"Age, total";"Total";"Haderslev";"Guatemala";0
"Age, total";"Total";"Haderslev";"Guyana";0
"Age, total";"Total";"Haderslev";"Haiti";0
"Age, total";"Total";"Haderslev";"Honduras";0
"Age, total";"Total";"Haderslev";"Jamaica";3
"Age, total";"Total";"Haderslev";"Martinique";0
"Age, total";"Total";"Haderslev";"Mexico";1
"Age, total";"Total";"Haderslev";"Nauru";0
"Age, total";"Total";"Haderslev";"Netherlands Antilles";0
"Age, total";"Total";"Haderslev";"Nicaragua";3
"Age, total";"Total";"Haderslev";"Panama";2
"Age, total";"Total";"Haderslev";"Paraguay";0
"Age, total";"Total";"Haderslev";"Peru";2
"Age, total";"Total";"Haderslev";"Puerto Rico";0
"Age, total";"Total";"Haderslev";"Saint Kitts and Nevis";0
"Age, total";"Total";"Haderslev";"Saint Lucia";0
"Age, total";"Total";"Haderslev";"Saint Vincent and the Grenadines";0
"Age, total";"Total";"Haderslev";"Suriname";0
"Age, total";"Total";"Haderslev";"Trinidad and Tobago";0
"Age, total";"Total";"Haderslev";"Uruguay";0
"Age, total";"Total";"Haderslev";"Venezuela";1
"Age, total";"Total";"Haderslev";"West Indies";0
"Age, total";"Total";"Haderslev";"South and central America not stated";0
"Age, total";"Total";"Haderslev";"Abu Dhabi";0
"Age, total";"Total";"Haderslev";"Afghanistan";65
"Age, total";"Total";"Haderslev";"Armenia";1
"Age, total";"Total";"Haderslev";"Azerbaijan";0
"Age, total";"Total";"Haderslev";"Bahrain";0
"Age, total";"Total";"Haderslev";"Bangladesh";1
"Age, total";"Total";"Haderslev";"Bhutan";0
"Age, total";"Total";"Haderslev";"Brunei";0
"Age, total";"Total";"Haderslev";"Cambodia";1
"Age, total";"Total";"Haderslev";"Dubai";0
"Age, total";"Total";"Haderslev";"Philippines";34
"Age, total";"Total";"Haderslev";"United Arab Emirates";0
"Age, total";"Total";"Haderslev";"Gaza";0
"Age, total";"Total";"Haderslev";"Georgia";1
"Age, total";"Total";"Haderslev";"Hong Kong";0
"Age, total";"Total";"Haderslev";"India";6
"Age, total";"Total";"Haderslev";"Indochina";0
"Age, total";"Total";"Haderslev";"Indonesia";6
"Age, total";"Total";"Haderslev";"Iraq";27
"Age, total";"Total";"Haderslev";"Iran";88
"Age, total";"Total";"Haderslev";"Israel";2
"Age, total";"Total";"Haderslev";"Japan";10
"Age, total";"Total";"Haderslev";"Jordan";0
"Age, total";"Total";"Haderslev";"Kazakhstan";0
"Age, total";"Total";"Haderslev";"China";24
"Age, total";"Total";"Haderslev";"Kyrgyzstan";0
"Age, total";"Total";"Haderslev";"Kuwait";0
"Age, total";"Total";"Haderslev";"Laos";2
"Age, total";"Total";"Haderslev";"Lebanon";17
"Age, total";"Total";"Haderslev";"Macao";0
"Age, total";"Total";"Haderslev";"Malaysia";0
"Age, total";"Total";"Haderslev";"Maldives";0
"Age, total";"Total";"Haderslev";"Middle East not stated";0
"Age, total";"Total";"Haderslev";"Mongolia";0
"Age, total";"Total";"Haderslev";"Myanmar";0
"Age, total";"Total";"Haderslev";"Nepal";1
"Age, total";"Total";"Haderslev";"North Korea";0
"Age, total";"Total";"Haderslev";"North Yemen";0
"Age, total";"Total";"Haderslev";"Oman";0
"Age, total";"Total";"Haderslev";"Pakistan";2
"Age, total";"Total";"Haderslev";"Palestine";0
"Age, total";"Total";"Haderslev";"Qatar";0
"Age, total";"Total";"Haderslev";"Saudi Arabia";0
"Age, total";"Total";"Haderslev";"Sikkim";0
"Age, total";"Total";"Haderslev";"Singapore";1
"Age, total";"Total";"Haderslev";"Sri Lanka";8
"Age, total";"Total";"Haderslev";"South Korea";5
"Age, total";"Total";"Haderslev";"Syria";693
"Age, total";"Total";"Haderslev";"Tajikistan";0
"Age, total";"Total";"Haderslev";"Taiwan";0
"Age, total";"Total";"Haderslev";"Thailand";75
"Age, total";"Total";"Haderslev";"Trucial Oman";0
"Age, total";"Total";"Haderslev";"Turkmenistan";0
"Age, total";"Total";"Haderslev";"Uzbekistan";2
"Age, total";"Total";"Haderslev";"West Bank";0
"Age, total";"Total";"Haderslev";"West bank and Gaza";0
"Age, total";"Total";"Haderslev";"Vietnam";61
"Age, total";"Total";"Haderslev";"Yemen";0
"Age, total";"Total";"Haderslev";"East Jerusalem";0
"Age, total";"Total";"Haderslev";"Asia not stated";0
"Age, total";"Total";"Haderslev";"Australia";4
"Age, total";"Total";"Haderslev";"Cook Islands";0
"Age, total";"Total";"Haderslev";"Fiji";0
"Age, total";"Total";"Haderslev";"French territories in the Pacific";0
"Age, total";"Total";"Haderslev";"Kiribati";0
"Age, total";"Total";"Haderslev";"Marshall Islands";0
"Age, total";"Total";"Haderslev";"New Zealand";1
"Age, total";"Total";"Haderslev";"Papua New Guinea";0
"Age, total";"Total";"Haderslev";"Solomon Islands";0
"Age, total";"Total";"Haderslev";"Samoa";0
"Age, total";"Total";"Haderslev";"Tonga";0
"Age, total";"Total";"Haderslev";"Tuvalu";0
"Age, total";"Total";"Haderslev";"Vanuatu";0
"Age, total";"Total";"Haderslev";"East Timor";0
"Age, total";"Total";"Haderslev";"Pacific Islands";0
"Age, total";"Total";"Haderslev";"Stateless";93
"Age, total";"Total";"Haderslev";"Not stated";1
"Age, total";"Total";"Kolding";"Total";94932
"Age, total";"Total";"Kolding";"Denmark";85505
"Age, total";"Total";"Kolding";"Albania";8
"Age, total";"Total";"Kolding";"Andorra";0
"Age, total";"Total";"Kolding";"Belarus";8
"Age, total";"Total";"Kolding";"Belgium";19
"Age, total";"Total";"Kolding";"Bosnia and Herzegovina";452
"Age, total";"Total";"Kolding";"Bulgaria";167
"Age, total";"Total";"Kolding";"Cyprus";1
"Age, total";"Total";"Kolding";"GDR";0
"Age, total";"Total";"Kolding";"Estonia";12
"Age, total";"Total";"Kolding";"Finland";22
"Age, total";"Total";"Kolding";"France";67
"Age, total";"Total";"Kolding";"Greece";28
"Age, total";"Total";"Kolding";"Ireland";16
"Age, total";"Total";"Kolding";"Iceland";129
"Age, total";"Total";"Kolding";"Italy";109
"Age, total";"Total";"Kolding";"Yugoslavia";26
"Age, total";"Total";"Kolding";"Yugoslavia, Federal Republic";10
"Age, total";"Total";"Kolding";"Kosovo";148
"Age, total";"Total";"Kolding";"Croatia";87
"Age, total";"Total";"Kolding";"Latvia";157
"Age, total";"Total";"Kolding";"Liechtenstein";0
"Age, total";"Total";"Kolding";"Lithuania";245
"Age, total";"Total";"Kolding";"Luxembourg";1
"Age, total";"Total";"Kolding";"Malta";0
"Age, total";"Total";"Kolding";"Moldova";15
"Age, total";"Total";"Kolding";"Monaco";0
"Age, total";"Total";"Kolding";"Montenegro";9
"Age, total";"Total";"Kolding";"Netherlands";122
"Age, total";"Total";"Kolding";"Northern Ireland";0
"Age, total";"Total";"Kolding";"Republic of North Macedonia";13
"Age, total";"Total";"Kolding";"Norway";149
"Age, total";"Total";"Kolding";"Poland";822
"Age, total";"Total";"Kolding";"Portugal";51
"Age, total";"Total";"Kolding";"Romania";804
"Age, total";"Total";"Kolding";"Russia";199
"Age, total";"Total";"Kolding";"San Marino";0
"Age, total";"Total";"Kolding";"Switzerland";23
"Age, total";"Total";"Kolding";"Serbia";55
"Age, total";"Total";"Kolding";"Serbia and Montenegro";13
"Age, total";"Total";"Kolding";"Slovakia";61
"Age, total";"Total";"Kolding";"Slovenia";11
"Age, total";"Total";"Kolding";"Soviet Union";0
"Age, total";"Total";"Kolding";"Spain";109
"Age, total";"Total";"Kolding";"United Kingdom";134
"Age, total";"Total";"Kolding";"Sweden";109
"Age, total";"Total";"Kolding";"Czech Republic";40
"Age, total";"Total";"Kolding";"Czechoslovakia";1
"Age, total";"Total";"Kolding";"Turkey";156
"Age, total";"Total";"Kolding";"Germany";459
"Age, total";"Total";"Kolding";"Ukraine";617
"Age, total";"Total";"Kolding";"Hungary";126
"Age, total";"Total";"Kolding";"Vatican City State";0
"Age, total";"Total";"Kolding";"Austria";10
"Age, total";"Total";"Kolding";"Europe not stated";0
"Age, total";"Total";"Kolding";"Algeria";9
"Age, total";"Total";"Kolding";"Angola";0
"Age, total";"Total";"Kolding";"Benin";1
"Age, total";"Total";"Kolding";"Botswana";0
"Age, total";"Total";"Kolding";"Burkina Faso";0
"Age, total";"Total";"Kolding";"Burundi";1
"Age, total";"Total";"Kolding";"Cameroon";4
"Age, total";"Total";"Kolding";"Central African Republic";1
"Age, total";"Total";"Kolding";"Comoros";0
"Age, total";"Total";"Kolding";"Congo, Democratic Republic";70
"Age, total";"Total";"Kolding";"Congo, Republic";6
"Age, total";"Total";"Kolding";"Djibouti";0
"Age, total";"Total";"Kolding";"Egypt";12
"Age, total";"Total";"Kolding";"Ivory Coast";0
"Age, total";"Total";"Kolding";"Eritrea";122
"Age, total";"Total";"Kolding";"Eswantini";0
"Age, total";"Total";"Kolding";"Ethiopia";16
"Age, total";"Total";"Kolding";"Gabon";0
"Age, total";"Total";"Kolding";"Gambia, The";1
"Age, total";"Total";"Kolding";"Ghana";24
"Age, total";"Total";"Kolding";"Guinea";3
"Age, total";"Total";"Kolding";"Guinea-Bissau";0
"Age, total";"Total";"Kolding";"Cape Verde";0
"Age, total";"Total";"Kolding";"Kenya";18
"Age, total";"Total";"Kolding";"Lesotho";0
"Age, total";"Total";"Kolding";"Liberia";6
"Age, total";"Total";"Kolding";"Libya";4
"Age, total";"Total";"Kolding";"Madagascar";0
"Age, total";"Total";"Kolding";"Malawi";0
"Age, total";"Total";"Kolding";"Mali";0
"Age, total";"Total";"Kolding";"Morocco";19
"Age, total";"Total";"Kolding";"Mauritania";0
"Age, total";"Total";"Kolding";"Mauritius";0
"Age, total";"Total";"Kolding";"Mozambique";0
"Age, total";"Total";"Kolding";"Namibia";3
"Age, total";"Total";"Kolding";"Niger";0
"Age, total";"Total";"Kolding";"Nigeria";12
"Age, total";"Total";"Kolding";"Reunion";0
"Age, total";"Total";"Kolding";"Rwanda";1
"Age, total";"Total";"Kolding";"Sao Tome and Principe";0
"Age, total";"Total";"Kolding";"Senegal";1
"Age, total";"Total";"Kolding";"Seychelles";0
"Age, total";"Total";"Kolding";"Sierra Leone";1
"Age, total";"Total";"Kolding";"Saint Helena";0
"Age, total";"Total";"Kolding";"Somalia";210
"Age, total";"Total";"Kolding";"Spanish territories in Africa";0
"Age, total";"Total";"Kolding";"Sudan";12
"Age, total";"Total";"Kolding";"South Africa";5
"Age, total";"Total";"Kolding";"South Sudan";1
"Age, total";"Total";"Kolding";"Southwest Africa";0
"Age, total";"Total";"Kolding";"Tanzania";6
"Age, total";"Total";"Kolding";"Chad";0
"Age, total";"Total";"Kolding";"Togo";0
"Age, total";"Total";"Kolding";"Tunisia";18
"Age, total";"Total";"Kolding";"Uganda";26
"Age, total";"Total";"Kolding";"Zambia";11
"Age, total";"Total";"Kolding";"Zimbabwe";3
"Age, total";"Total";"Kolding";"Equatorial Guinea";0
"Age, total";"Total";"Kolding";"Africa not stated";0
"Age, total";"Total";"Kolding";"Canada";15
"Age, total";"Total";"Kolding";"USA";74
"Age, total";"Total";"Kolding";"North America not stated";0
"Age, total";"Total";"Kolding";"Antigua and Barbuda";0
"Age, total";"Total";"Kolding";"Argentina";11
"Age, total";"Total";"Kolding";"Aruba";0
"Age, total";"Total";"Kolding";"Bahamas";0
"Age, total";"Total";"Kolding";"Barbados";0
"Age, total";"Total";"Kolding";"Belize";1
"Age, total";"Total";"Kolding";"Bermuda";0
"Age, total";"Total";"Kolding";"Bolivia";0
"Age, total";"Total";"Kolding";"Brazil";45
"Age, total";"Total";"Kolding";"British West Indies";0
"Age, total";"Total";"Kolding";"Chile";8
"Age, total";"Total";"Kolding";"Colombia";15
"Age, total";"Total";"Kolding";"Costa Rica";0
"Age, total";"Total";"Kolding";"Cuba";4
"Age, total";"Total";"Kolding";"Curacao";0
"Age, total";"Total";"Kolding";"Dominica";0
"Age, total";"Total";"Kolding";"Dominican Republic";1
"Age, total";"Total";"Kolding";"Ecuador";0
"Age, total";"Total";"Kolding";"El Salvador";1
"Age, total";"Total";"Kolding";"Falkland Islands";0
"Age, total";"Total";"Kolding";"French Guiana";0
"Age, total";"Total";"Kolding";"French West Indies";0
"Age, total";"Total";"Kolding";"Grenada";0
"Age, total";"Total";"Kolding";"Guadeloupe";0
"Age, total";"Total";"Kolding";"Guatemala";0
"Age, total";"Total";"Kolding";"Guyana";0
"Age, total";"Total";"Kolding";"Haiti";0
"Age, total";"Total";"Kolding";"Honduras";2
"Age, total";"Total";"Kolding";"Jamaica";0
"Age, total";"Total";"Kolding";"Martinique";0
"Age, total";"Total";"Kolding";"Mexico";21
"Age, total";"Total";"Kolding";"Nauru";0
"Age, total";"Total";"Kolding";"Netherlands Antilles";0
"Age, total";"Total";"Kolding";"Nicaragua";0
"Age, total";"Total";"Kolding";"Panama";0
"Age, total";"Total";"Kolding";"Paraguay";0
"Age, total";"Total";"Kolding";"Peru";6
"Age, total";"Total";"Kolding";"Puerto Rico";0
"Age, total";"Total";"Kolding";"Saint Kitts and Nevis";0
"Age, total";"Total";"Kolding";"Saint Lucia";0
"Age, total";"Total";"Kolding";"Saint Vincent and the Grenadines";0
"Age, total";"Total";"Kolding";"Suriname";0
"Age, total";"Total";"Kolding";"Trinidad and Tobago";0
"Age, total";"Total";"Kolding";"Uruguay";0
"Age, total";"Total";"Kolding";"Venezuela";5
"Age, total";"Total";"Kolding";"West Indies";0
"Age, total";"Total";"Kolding";"South and central America not stated";0
"Age, total";"Total";"Kolding";"Abu Dhabi";0
"Age, total";"Total";"Kolding";"Afghanistan";350
"Age, total";"Total";"Kolding";"Armenia";13
"Age, total";"Total";"Kolding";"Azerbaijan";4
"Age, total";"Total";"Kolding";"Bahrain";0
"Age, total";"Total";"Kolding";"Bangladesh";73
"Age, total";"Total";"Kolding";"Bhutan";0
"Age, total";"Total";"Kolding";"Brunei";0
"Age, total";"Total";"Kolding";"Cambodia";1
"Age, total";"Total";"Kolding";"Dubai";0
"Age, total";"Total";"Kolding";"Philippines";116
"Age, total";"Total";"Kolding";"United Arab Emirates";0
"Age, total";"Total";"Kolding";"Gaza";0
"Age, total";"Total";"Kolding";"Georgia";6
"Age, total";"Total";"Kolding";"Hong Kong";0
"Age, total";"Total";"Kolding";"India";348
"Age, total";"Total";"Kolding";"Indochina";0
"Age, total";"Total";"Kolding";"Indonesia";10
"Age, total";"Total";"Kolding";"Iraq";92
"Age, total";"Total";"Kolding";"Iran";195
"Age, total";"Total";"Kolding";"Israel";6
"Age, total";"Total";"Kolding";"Japan";10
"Age, total";"Total";"Kolding";"Jordan";0
"Age, total";"Total";"Kolding";"Kazakhstan";0
"Age, total";"Total";"Kolding";"China";122
"Age, total";"Total";"Kolding";"Kyrgyzstan";0
"Age, total";"Total";"Kolding";"Kuwait";0
"Age, total";"Total";"Kolding";"Laos";0
"Age, total";"Total";"Kolding";"Lebanon";14
"Age, total";"Total";"Kolding";"Macao";0
"Age, total";"Total";"Kolding";"Malaysia";0
"Age, total";"Total";"Kolding";"Maldives";0
"Age, total";"Total";"Kolding";"Middle East not stated";0
"Age, total";"Total";"Kolding";"Mongolia";0
"Age, total";"Total";"Kolding";"Myanmar";7
"Age, total";"Total";"Kolding";"Nepal";53
"Age, total";"Total";"Kolding";"North Korea";1
"Age, total";"Total";"Kolding";"North Yemen";0
"Age, total";"Total";"Kolding";"Oman";0
"Age, total";"Total";"Kolding";"Pakistan";20
"Age, total";"Total";"Kolding";"Palestine";0
"Age, total";"Total";"Kolding";"Qatar";0
"Age, total";"Total";"Kolding";"Saudi Arabia";0
"Age, total";"Total";"Kolding";"Sikkim";0
"Age, total";"Total";"Kolding";"Singapore";2
"Age, total";"Total";"Kolding";"Sri Lanka";27
"Age, total";"Total";"Kolding";"South Korea";11
"Age, total";"Total";"Kolding";"Syria";888
"Age, total";"Total";"Kolding";"Tajikistan";0
"Age, total";"Total";"Kolding";"Taiwan";3
"Age, total";"Total";"Kolding";"Thailand";130
"Age, total";"Total";"Kolding";"Trucial Oman";0
"Age, total";"Total";"Kolding";"Turkmenistan";0
"Age, total";"Total";"Kolding";"Uzbekistan";7
"Age, total";"Total";"Kolding";"West Bank";0
"Age, total";"Total";"Kolding";"West bank and Gaza";0
"Age, total";"Total";"Kolding";"Vietnam";135
"Age, total";"Total";"Kolding";"Yemen";1
"Age, total";"Total";"Kolding";"East Jerusalem";0
"Age, total";"Total";"Kolding";"Asia not stated";0
"Age, total";"Total";"Kolding";"Australia";8
"Age, total";"Total";"Kolding";"Cook Islands";0
"Age, total";"Total";"Kolding";"Fiji";1
"Age, total";"Total";"Kolding";"French territories in the Pacific";0
"Age, total";"Total";"Kolding";"Kiribati";0
"Age, total";"Total";"Kolding";"Marshall Islands";0
"Age, total";"Total";"Kolding";"New Zealand";6
"Age, total";"Total";"Kolding";"Papua New Guinea";0
"Age, total";"Total";"Kolding";"Solomon Islands";0
"Age, total";"Total";"Kolding";"Samoa";0
"Age, total";"Total";"Kolding";"Tonga";0
"Age, total";"Total";"Kolding";"Tuvalu";0
"Age, total";"Total";"Kolding";"Vanuatu";0
"Age, total";"Total";"Kolding";"East Timor";0
"Age, total";"Total";"Kolding";"Pacific Islands";0
"Age, total";"Total";"Kolding";"Stateless";111
"Age, total";"Total";"Kolding";"Not stated";0
"Age, total";"Total";"S�nderborg";"Total";74233
"Age, total";"Total";"S�nderborg";"Denmark";64773
"Age, total";"Total";"S�nderborg";"Albania";7
"Age, total";"Total";"S�nderborg";"Andorra";0
"Age, total";"Total";"S�nderborg";"Belarus";8
"Age, total";"Total";"S�nderborg";"Belgium";15
"Age, total";"Total";"S�nderborg";"Bosnia and Herzegovina";240
"Age, total";"Total";"S�nderborg";"Bulgaria";80
"Age, total";"Total";"S�nderborg";"Cyprus";9
"Age, total";"Total";"S�nderborg";"GDR";0
"Age, total";"Total";"S�nderborg";"Estonia";9
"Age, total";"Total";"S�nderborg";"Finland";18
"Age, total";"Total";"S�nderborg";"France";44
"Age, total";"Total";"S�nderborg";"Greece";50
"Age, total";"Total";"S�nderborg";"Ireland";24
"Age, total";"Total";"S�nderborg";"Iceland";287
"Age, total";"Total";"S�nderborg";"Italy";127
"Age, total";"Total";"S�nderborg";"Yugoslavia";17
"Age, total";"Total";"S�nderborg";"Yugoslavia, Federal Republic";30
"Age, total";"Total";"S�nderborg";"Kosovo";282
"Age, total";"Total";"S�nderborg";"Croatia";66
"Age, total";"Total";"S�nderborg";"Latvia";77
"Age, total";"Total";"S�nderborg";"Liechtenstein";0
"Age, total";"Total";"S�nderborg";"Lithuania";114
"Age, total";"Total";"S�nderborg";"Luxembourg";3
"Age, total";"Total";"S�nderborg";"Malta";1
"Age, total";"Total";"S�nderborg";"Moldova";3
"Age, total";"Total";"S�nderborg";"Monaco";0
"Age, total";"Total";"S�nderborg";"Montenegro";1
"Age, total";"Total";"S�nderborg";"Netherlands";79
"Age, total";"Total";"S�nderborg";"Northern Ireland";0
"Age, total";"Total";"S�nderborg";"Republic of North Macedonia";11
"Age, total";"Total";"S�nderborg";"Norway";115
"Age, total";"Total";"S�nderborg";"Poland";559
"Age, total";"Total";"S�nderborg";"Portugal";58
"Age, total";"Total";"S�nderborg";"Romania";544
"Age, total";"Total";"S�nderborg";"Russia";62
"Age, total";"Total";"S�nderborg";"San Marino";0
"Age, total";"Total";"S�nderborg";"Switzerland";40
"Age, total";"Total";"S�nderborg";"Serbia";90
"Age, total";"Total";"S�nderborg";"Serbia and Montenegro";15
"Age, total";"Total";"S�nderborg";"Slovakia";63
"Age, total";"Total";"S�nderborg";"Slovenia";9
"Age, total";"Total";"S�nderborg";"Soviet Union";0
"Age, total";"Total";"S�nderborg";"Spain";139
"Age, total";"Total";"S�nderborg";"United Kingdom";129
"Age, total";"Total";"S�nderborg";"Sweden";120
"Age, total";"Total";"S�nderborg";"Czech Republic";44
"Age, total";"Total";"S�nderborg";"Czechoslovakia";2
"Age, total";"Total";"S�nderborg";"Turkey";108
"Age, total";"Total";"S�nderborg";"Germany";2299
"Age, total";"Total";"S�nderborg";"Ukraine";456
"Age, total";"Total";"S�nderborg";"Hungary";132
"Age, total";"Total";"S�nderborg";"Vatican City State";0
"Age, total";"Total";"S�nderborg";"Austria";18
"Age, total";"Total";"S�nderborg";"Europe not stated";1
"Age, total";"Total";"S�nderborg";"Algeria";7
"Age, total";"Total";"S�nderborg";"Angola";0
"Age, total";"Total";"S�nderborg";"Benin";0
"Age, total";"Total";"S�nderborg";"Botswana";0
"Age, total";"Total";"S�nderborg";"Burkina Faso";0
"Age, total";"Total";"S�nderborg";"Burundi";0
"Age, total";"Total";"S�nderborg";"Cameroon";5
"Age, total";"Total";"S�nderborg";"Central African Republic";0
"Age, total";"Total";"S�nderborg";"Comoros";0
"Age, total";"Total";"S�nderborg";"Congo, Democratic Republic";64
"Age, total";"Total";"S�nderborg";"Congo, Republic";1
"Age, total";"Total";"S�nderborg";"Djibouti";0
"Age, total";"Total";"S�nderborg";"Egypt";7
"Age, total";"Total";"S�nderborg";"Ivory Coast";0
"Age, total";"Total";"S�nderborg";"Eritrea";27
"Age, total";"Total";"S�nderborg";"Eswantini";0
"Age, total";"Total";"S�nderborg";"Ethiopia";18
"Age, total";"Total";"S�nderborg";"Gabon";0
"Age, total";"Total";"S�nderborg";"Gambia, The";7
"Age, total";"Total";"S�nderborg";"Ghana";4
"Age, total";"Total";"S�nderborg";"Guinea";0
"Age, total";"Total";"S�nderborg";"Guinea-Bissau";0
"Age, total";"Total";"S�nderborg";"Cape Verde";1
"Age, total";"Total";"S�nderborg";"Kenya";8
"Age, total";"Total";"S�nderborg";"Lesotho";0
"Age, total";"Total";"S�nderborg";"Liberia";1
"Age, total";"Total";"S�nderborg";"Libya";0
"Age, total";"Total";"S�nderborg";"Madagascar";1
"Age, total";"Total";"S�nderborg";"Malawi";0
"Age, total";"Total";"S�nderborg";"Mali";0
"Age, total";"Total";"S�nderborg";"Morocco";13
"Age, total";"Total";"S�nderborg";"Mauritania";0
"Age, total";"Total";"S�nderborg";"Mauritius";0
"Age, total";"Total";"S�nderborg";"Mozambique";0
"Age, total";"Total";"S�nderborg";"Namibia";0
"Age, total";"Total";"S�nderborg";"Niger";0
"Age, total";"Total";"S�nderborg";"Nigeria";21
"Age, total";"Total";"S�nderborg";"Reunion";0
"Age, total";"Total";"S�nderborg";"Rwanda";0
"Age, total";"Total";"S�nderborg";"Sao Tome and Principe";0
"Age, total";"Total";"S�nderborg";"Senegal";2
"Age, total";"Total";"S�nderborg";"Seychelles";0
"Age, total";"Total";"S�nderborg";"Sierra Leone";1
"Age, total";"Total";"S�nderborg";"Saint Helena";0
"Age, total";"Total";"S�nderborg";"Somalia";3
"Age, total";"Total";"S�nderborg";"Spanish territories in Africa";0
"Age, total";"Total";"S�nderborg";"Sudan";0
"Age, total";"Total";"S�nderborg";"South Africa";24
"Age, total";"Total";"S�nderborg";"South Sudan";0
"Age, total";"Total";"S�nderborg";"Southwest Africa";0
"Age, total";"Total";"S�nderborg";"Tanzania";2
"Age, total";"Total";"S�nderborg";"Chad";0
"Age, total";"Total";"S�nderborg";"Togo";0
"Age, total";"Total";"S�nderborg";"Tunisia";13
"Age, total";"Total";"S�nderborg";"Uganda";6
"Age, total";"Total";"S�nderborg";"Zambia";4
"Age, total";"Total";"S�nderborg";"Zimbabwe";0
"Age, total";"Total";"S�nderborg";"Equatorial Guinea";0
"Age, total";"Total";"S�nderborg";"Africa not stated";0
"Age, total";"Total";"S�nderborg";"Canada";10
"Age, total";"Total";"S�nderborg";"USA";67
"Age, total";"Total";"S�nderborg";"North America not stated";0
"Age, total";"Total";"S�nderborg";"Antigua and Barbuda";0
"Age, total";"Total";"S�nderborg";"Argentina";10
"Age, total";"Total";"S�nderborg";"Aruba";0
"Age, total";"Total";"S�nderborg";"Bahamas";0
"Age, total";"Total";"S�nderborg";"Barbados";1
"Age, total";"Total";"S�nderborg";"Belize";0
"Age, total";"Total";"S�nderborg";"Bermuda";0
"Age, total";"Total";"S�nderborg";"Bolivia";0
"Age, total";"Total";"S�nderborg";"Brazil";89
"Age, total";"Total";"S�nderborg";"British West Indies";0
"Age, total";"Total";"S�nderborg";"Chile";10
"Age, total";"Total";"S�nderborg";"Colombia";13
"Age, total";"Total";"S�nderborg";"Costa Rica";0
"Age, total";"Total";"S�nderborg";"Cuba";9
"Age, total";"Total";"S�nderborg";"Curacao";0
"Age, total";"Total";"S�nderborg";"Dominica";0
"Age, total";"Total";"S�nderborg";"Dominican Republic";0
"Age, total";"Total";"S�nderborg";"Ecuador";1
"Age, total";"Total";"S�nderborg";"El Salvador";0
"Age, total";"Total";"S�nderborg";"Falkland Islands";0
"Age, total";"Total";"S�nderborg";"French Guiana";0
"Age, total";"Total";"S�nderborg";"French West Indies";0
"Age, total";"Total";"S�nderborg";"Grenada";0
"Age, total";"Total";"S�nderborg";"Guadeloupe";0
"Age, total";"Total";"S�nderborg";"Guatemala";0
"Age, total";"Total";"S�nderborg";"Guyana";0
"Age, total";"Total";"S�nderborg";"Haiti";0
"Age, total";"Total";"S�nderborg";"Honduras";0
"Age, total";"Total";"S�nderborg";"Jamaica";1
"Age, total";"Total";"S�nderborg";"Martinique";0
"Age, total";"Total";"S�nderborg";"Mexico";36
"Age, total";"Total";"S�nderborg";"Nauru";0
"Age, total";"Total";"S�nderborg";"Netherlands Antilles";0
"Age, total";"Total";"S�nderborg";"Nicaragua";1
"Age, total";"Total";"S�nderborg";"Panama";0
"Age, total";"Total";"S�nderborg";"Paraguay";0
"Age, total";"Total";"S�nderborg";"Peru";8
"Age, total";"Total";"S�nderborg";"Puerto Rico";0
"Age, total";"Total";"S�nderborg";"Saint Kitts and Nevis";0
"Age, total";"Total";"S�nderborg";"Saint Lucia";0
"Age, total";"Total";"S�nderborg";"Saint Vincent and the Grenadines";0
"Age, total";"Total";"S�nderborg";"Suriname";0
"Age, total";"Total";"S�nderborg";"Trinidad and Tobago";0
"Age, total";"Total";"S�nderborg";"Uruguay";0
"Age, total";"Total";"S�nderborg";"Venezuela";4
"Age, total";"Total";"S�nderborg";"West Indies";0
"Age, total";"Total";"S�nderborg";"South and central America not stated";0
"Age, total";"Total";"S�nderborg";"Abu Dhabi";0
"Age, total";"Total";"S�nderborg";"Afghanistan";171
"Age, total";"Total";"S�nderborg";"Armenia";28
"Age, total";"Total";"S�nderborg";"Azerbaijan";3
"Age, total";"Total";"S�nderborg";"Bahrain";0
"Age, total";"Total";"S�nderborg";"Bangladesh";31
"Age, total";"Total";"S�nderborg";"Bhutan";6
"Age, total";"Total";"S�nderborg";"Brunei";0
"Age, total";"Total";"S�nderborg";"Cambodia";2
"Age, total";"Total";"S�nderborg";"Dubai";0
"Age, total";"Total";"S�nderborg";"Philippines";79
"Age, total";"Total";"S�nderborg";"United Arab Emirates";0
"Age, total";"Total";"S�nderborg";"Gaza";0
"Age, total";"Total";"S�nderborg";"Georgia";1
"Age, total";"Total";"S�nderborg";"Hong Kong";0
"Age, total";"Total";"S�nderborg";"India";340
"Age, total";"Total";"S�nderborg";"Indochina";0
"Age, total";"Total";"S�nderborg";"Indonesia";8
"Age, total";"Total";"S�nderborg";"Iraq";86
"Age, total";"Total";"S�nderborg";"Iran";91
